ID;Text;Date;URL
SN_043;pendant ce temps là @Anne_Hidalgo et @AOC1978 avec l'aide de @EmmanuelMacron dépense 1,4 milliards d'euro pour faire trempette dans la seine ... pendant que les commerces parisiens sont en chute économique suite a la paralysie dût au JO2024,elle est pas belle la France de Macron;2024-07-21 08:47:48;https://twitter.com/Jaan_kulislam/status/1814824561814196667
SN_044;La natation est prête à accueillir la Seine pour les JO;2024-07-21 08:45:56;https://twitter.com/sha30806/status/1814824093813702948
SN_045;Vos chiottes aussi surtout vont à la Seine;2024-07-21 08:45:31;https://twitter.com/Benidome63/status/1814823990264758301
SN_046;ah bon vous n'avez pas vu le synopsis du spectacle sur Seine ? Le voici :https://t.co/bjkXCxPrIW 😂🤣;2024-07-21 08:44:58;https://twitter.com/magalidegaia/status/1814823852704219421
SN_047;Mdrrr mais si la seine ressembler à ça j’allais faire des longueur dans l’eau jusqu’à fatigué mdr meme plus besoin d’aller à Lloret del mar;2024-07-21 08:44:49;https://twitter.com/hvnsho/status/1814823814263386464
SN_048;"Imaginé 2s, un mouvement de foule pour X raison, sur ce pont avec des barrière qui vous bascule directement dans la Seine, si par chance elles ne vous on pas embrochés !!!
Vous êtes sur que les distance de circulation et de sécurité sont bien aux normes ?";2024-07-21 08:42:51;https://twitter.com/Braxtor4/status/1814823316911255863
SN_049;Le nombre de cadavres au fond de la Seine je préfère pas imaginer;2024-07-21 08:40:02;https://twitter.com/Nabil_Ys/status/1814822610884014432
SN_050;La Seine si elle n’était pas à Paris;2024-07-21 08:35:01;https://twitter.com/jvaismevenger1j/status/1814821344929878184
SN_051;"mais qui sont les génies qui ont décidé qu'il fallait des barrières sur la droite?!?
ils ont peur que des gens, hypnotisé par le bleu azure de la Seine, s'y jettent de là haut???";2024-07-21 08:34:48;https://twitter.com/shri131313/status/1814821292387754289
SN_052;je comprends pas comment vous avez négligé la Seine, ici on peut se baigner partout wsh (lacs, rivières, etc);2024-07-21 08:33:53;https://twitter.com/pete1rein/status/1814821062787346752
SN_053;En tant que Rouennaise, je me souviens très bien de la 1ère année des Voiles de la Liberté en 1989 et l'Armada en 1994 sur la Seine c'était magnifique, bien organisé, la fêtes tous les jours, des milliers et des milliers de normands et de touristes, aucun souci. Mais là les JO🤣;2024-07-21 08:33:27;https://twitter.com/magalidegaia/status/1814820952250748972
SN_054;Ptdrrrr si la seine était comme ça on verrai les milliers de cadavres en dessous;2024-07-21 08:30:03;https://twitter.com/Rafikdzfcb/status/1814820098789491063
SN_055;"Un rat.
La Seine en est pleine...";2024-07-21 08:28:47;https://twitter.com/PELISSIERPatric/status/1814819776222449796
SN_056;une Seine aussi propre que le Lac d’Annecy mon rêve wallah;2024-07-21 08:28:08;https://twitter.com/Yas_k95/status/1814819614238408942
SN_057;Ceux qui se sont baignés dans la Seine ?;2024-07-21 08:27:07;https://twitter.com/defair_phil/status/1814819358188740981
SN_058;"Salon de coiffure: Evolutif Coiffure
Ville: MERY-SUR-SEINE";2024-07-21 08:21:19;https://twitter.com/twit_hair_bot/status/1814817899137110506
SN_059;C'est inquiétant de voir ça à l'approche des JO 2024. Espérons que des mesures seront prises pour nettoyer la Seine rapidement;2024-07-21 08:16:51;https://twitter.com/foxazares93822/status/1814816775348846798
SN_060;Pourquoi l’eau est si degueulasse ? La Seine à côté c’est les Caraïbes;2024-07-21 08:16:46;https://twitter.com/Cyril_AMR/status/1814816754255708552
SN_061;La photo est truquée, quand là ministre des sports s’est baignée dans la Seine elle était toute verte degueulasse. Toute personne qui tient à sa vie ne se baignerait pas dedans. Des milliards d’euros gaspillés;2024-07-21 08:12:22;https://twitter.com/ArmandineMandiz/status/1814815647882260991
SN_062;On foutra tes cendres dans la Seine et tes tweets avec;2024-07-21 08:11:12;https://twitter.com/benjamin_pni/status/1814815353903386778
SN_063;Hauts-de-Seine: un ex-salarié handicapé du département indemnisé pour violences et harcèlement https://t.co/lMwcwdPCmB;2024-07-21 08:10:48;https://twitter.com/ViveForce/status/1814815252606816742
SN_064;La Seine et tout ses habitants même sont étonnés.;2024-07-21 08:10:47;https://twitter.com/aicha_lalia/status/1814815247854624862
SN_065;Oh shit ok! Les épreuves de natation seront dans la Seine? Wow! Je me demandais justement pourquoi ils y ont bloqué l’accès!;2024-07-21 08:10:35;https://twitter.com/aurelielasirene/status/1814815197326156265
SN_066;Dans un monde idéal, la Seine aurait été comme ça mais Tala ba cadavres qui stagnent au fond;2024-07-21 08:06:13;https://twitter.com/MwanaMulari/status/1814814097088577996
SN_067;La créature qui a commis ça est actuellement dans la Seine;2024-07-21 08:05:31;https://twitter.com/Le_grandtony/status/1814813924555993355
SN_068;"alors si je puis me permettre c’est l’Yonne qui traverse Paris et non pas la Seine. 
Et même, c’est l’Aube qui traverse Paris";2024-07-21 08:04:27;https://twitter.com/pekeniohhuugz/status/1814813653754937467
SN_069;On avait dit qu’on chier dans la Seine, merde…;2024-07-21 08:04:18;https://twitter.com/Davtam194757/status/1814813616882774093
SN_070;so tu passes par la seine en nageant la nuit cela doot pouvoir se faire;2024-07-21 08:00:48;https://twitter.com/amiot13/status/1814812734879342771
SN_071;Merci beaucoup aux orages de faire leur part en transportant toutes les bouses de France vers la Seine;2024-07-21 08:00:23;https://twitter.com/Rota154/status/1814812629614923844
SN_072;Ah oui, j'avais oublié cette idée de génie de nos Zêlîtes, pour pallier le blocage de la Seine aux céréaliers, les gueux n'avaient qu'à avancer les moissons en Mai.  Des génies, j'vous dis 🤦‍♂️;2024-07-21 07:59:45;https://twitter.com/ChaChoulgate/status/1814812472051671475
SN_073;Des sonars au fond de la Seine 🤨 🤦‍♂️;2024-07-21 07:54:12;https://twitter.com/ChaChoulgate/status/1814811075008659855
SN_074;Ils ont investit plus de 2 milliards pour nettoyer la Seine, j’ose croire que c’est propre et qu’ils n’ont pas juste lancé l’argent à l’eau! Si c’est pas propre, on va le savoir assez vite, avec tout les athlètes qui auront la diarrhée! 💩;2024-07-21 07:51:52;https://twitter.com/MattLebb/status/1814810486698811452
SN_075;les gens qui nagent dans la seine là, ça me choque hein sachant qu’il y a v’la les cadavres dedans pardon jamais;2024-07-21 07:50:42;https://twitter.com/deweyougood/status/1814810196113285513
SN_076;"Bonne idée!
Donnez rdv à ""ses gars"". Comme ca, catapultage de groupe direct dans la piscine olympique (Seine).";2024-07-21 07:50:39;https://twitter.com/octaveauguste7/status/1814810181005418944
SN_077;T’as pas vu les vidéo de la ministres des spores dans la Seine ? 💀💀💀;2024-07-21 07:49:31;https://twitter.com/boussy_f/status/1814809895302012974
SN_078;"Je m'en sort avec ""seulement"" 32 dans les Hauts-de-Seine (avec 2 litres d'eau et la clim' bien sûr).";2024-07-21 07:45:18;https://twitter.com/CyberFFL/status/1814808835590127861
SN_079;La #seine enfin prête pour les #jo2024 ? 🤔 On n'y voit même des poissons morts pendant sa baignade et sa tentative de convaincre le public après son milliard d'euros gâché ! Merci #hidalgo mdr !;2024-07-21 07:42:57;https://twitter.com/_choupacabra_/status/1814808245313101870
SN_080;Je ne sais pas comment ils ont fait mais j’y suis allé il n’y a pas longtemps et jamais je ne me serais baigné dans la Seine.;2024-07-21 07:42:47;https://twitter.com/MattLebb/status/1814808202837406155
SN_081;En vrai, en dehors de la polution du trafic fluvial, qu'est ce qui nous empêche d'avoir une eau de la Seine comme ça, si ce n'est le fait que vous êtes des GROS PORCS MAL ÉLEVÉ ?;2024-07-21 07:40:58;https://twitter.com/HashtagJerem/status/1814807743246508391
SN_082;Soyons honnêtes : Avec la préparation des JO, beaucoup de membres des FDO sont bloqués en région parisienne, où ils se font d'ailleurs tirer dessus au mortier d'artifice quand ils sont au repos dans leurs chambres (en Seine-et-Marne, source Europe 1).;2024-07-21 07:40:52;https://twitter.com/AcAutomne/status/1814807718189752755
SN_083;ruineur de seine simulator ah non c'est la réalité;2024-07-21 07:40:51;https://twitter.com/Aypol_/status/1814807714230641057
SN_084;Faut mentir doucement par contre, c’est pas la Seine qu’on connaît hein, c’est de la publicité mensongère la 💀;2024-07-21 07:40:47;https://twitter.com/bntgsm__/status/1814807699760025913
SN_085;"Ptdrrrrrrr d'abord les fortes pluies qui ont rendu inutile les dispositifs d'assainissement de la Seine et maintenant le soleil. 

C'est vraiment les clowns qu'ils pensent être";2024-07-21 07:40:38;https://twitter.com/malacoda6662/status/1814807660782371315
SN_086;Les #Jeux2024 on en bouffe depuis tellement de temps et ça ne nourrit paradoxalement pas. On s’est même vidé de 1,4 milliard d’euros rien que pour que quelques personnes fassent des longueurs dans la Seine.Voilà le symbole, non pas des valeurs du sport mais de votre mise en avant;2024-07-21 07:40:16;https://twitter.com/roofnai/status/1814807567367086495
SN_087;Les #Jeux2024 on en bouffe depuis tellement de temps et ça ne nourrit paradoxalement pas. On s’est même vidé de 1,4 milliard d’euros rien que pour que quelques personnes fassent des longueurs dans la Seine.Voilà le symbole, non pas des valeurs du sport mais de votre mise en avant;2024-07-21 07:40:06;https://twitter.com/roofnai/status/1814807527764169065
SN_088;L’assainissement de la Seine est un sujet qui me passionne.;2024-07-21 07:38:31;https://twitter.com/IbouBlueMagic/status/1814807128390905949
SN_089;Nos martyrs algériens noyés le 11 octobre 1961 dans la Seine sont toujours là pour hanter vos JO et rappeler à l'humanité l'horreur de la police française.;2024-07-21 07:37:11;https://twitter.com/afarabi2003/status/1814806792657854598
SN_090;"""kosovo sur seine"" c'est slobodan milosevic qui a furieusement écrit le tweet";2024-07-21 07:35:39;https://twitter.com/LeFelidedEbene/status/1814806407952408853
SN_091;"Mais elle est propre la Seine, si, si ils l'ont dit à la télé !!🤣🤣
ou pas ...il y a 8 jours, çà donne envie  ⤵️
https://t.co/ejHmLQ2cHl";2024-07-21 07:34:29;https://twitter.com/musiquelysa/status/1814806113335808231
SN_092;"Ah ouais 
Y a des photos truquées qui circulent... 

Oas si transparente que ca la seine...";2024-07-21 07:34:05;https://twitter.com/FaitsCarto/status/1814806011267383580
SN_093;Non mai s c'est du délire, et le soldat qui t'explique ce qu'ils ont mis dans la Seine etc, 😂😂 Jamais de la vie tu donnes autant d'indication. Un vrai cirque. Vous êtes dans un camp les parisiens. Bon en même temps vous n'avez que ce que vous méritez.;2024-07-21 07:32:53;https://twitter.com/magalidegaia/status/1814805710628085859
SN_094;1.4 milliards pour la Seine, faut bien la mettre en valeur;2024-07-21 07:32:13;https://twitter.com/ren_vyr/status/1814805542256185540
SN_095;bien que les organismes aquatiques jouent un rôle dans la décomposition des matières organiques et la purification de l'eau, leur capacité est largement dépassée par la quantité et la complexité des polluants présents dans la Seine.;2024-07-21 07:31:19;https://twitter.com/beltranfra52727/status/1814805314446753852
SN_096;#FURINA La Seine🌊;2024-07-21 07:28:45;https://twitter.com/ventisolosfr/status/1814804672361750533
SN_097;la mer est immense et possède une capacité de dilution considérable, plus tout les organismes qui se nourrissent de ces déchets. Les déchets humains dans la seine c'est différent. Les bactéries fécales pullulent, les tampons qui flottent, les trucs en décomposition au fond..;2024-07-21 07:26:08;https://twitter.com/beltranfra52727/status/1814804011641381097
SN_098;J'ai passé mon enfance et même plus à la prairie de l'oly entre Montgeron et Vigneux sur seine !;2024-07-21 07:25:00;https://twitter.com/thepapy75/status/1814803726915272986
SN_099;Ptdrrrrr je pense si la Seine était comme ça yaurait absolument aucun soucis dans la vie des parisiens;2024-07-21 07:24:23;https://twitter.com/10sio_/status/1814803569893384254
SN_100;"Veuve Marie Anne Claude Davisson se remariera 2 fois en 1788 à Lorrez le Bocage (77) avec Lazare Pinet (+ début 1791) ancien officier d'infanterie, chevalier de Saint-Louis puis à Lorrez en 12/1791 avec Jean Charles Joseph Roulx.
En 1794 elle habite Ferrières (Seine et Marne).";2024-07-21 07:24:00;https://twitter.com/PierreDriout63/status/1814803474875306240
SN_101;Je suis presque sûr qu'ils font ça sur la Seine pour éviter le plus possible des incidents plus ou moins graves le long du parcours...!;2024-07-21 07:23:42;https://twitter.com/Nicolas38872993/status/1814803399470108677
SN_102;"🦠 Les mêmes qui ont mit des masques à la mer, à la montagne, à la campagne, qui ont pris au moins 4 doses de Pfizer pour un rhume et qui aujourd'hui sont fiers de se baigner dans une eau remplie de matières fécales, de bactéries et de microbes.  
#saccageparis #Seine #Paris2024";2024-07-21 07:23:25;https://twitter.com/blancocide75/status/1814803326531182625
SN_103;les céréaliers ne peuvent utiliser la Seine pour évacuer les millions de tonnes de blé par des péniches (port de Rouen destination). Le contribuable devra les indemniser pour la récolte perdue. 500 millions € ?;2024-07-21 07:22:07;https://twitter.com/herodote1789/status/1814802999694287212
SN_104;Cette fiente humaine de Portes devrait lui aussi aller se baigner dans la Seine et y boire la tasse. Une grosse grosse tasse 🤢;2024-07-21 07:21:49;https://twitter.com/Bennybee514/status/1814802926491033754
SN_105;Mdr dans la Seine;2024-07-21 07:18:24;https://twitter.com/OKaahPM/status/1814802063726899423
SN_106;Avec toute cette pluie là... Elle va être propre la Seine demain...;2024-07-21 07:18:20;https://twitter.com/MaxTheMenace2/status/1814802049181044772
SN_107;Admets que nous sommes nombreux à espérer d'importantes pluies pour ruiner la foire et rendre la Seine insalubre.;2024-07-21 07:17:46;https://twitter.com/chroniconoklast/status/1814801905085984859
SN_108;NQVM  les JO faites CACA DANS LA SEINE SVP MES PARISIENS;2024-07-21 07:16:32;https://twitter.com/HaneneMassilia/status/1814801597035078093
SN_109;"Exclu
Je pense que Céline Dion chantera la chanson du Titanic à l’avant d’un vrai bateau sur la Seine lors de la cérémonie des #JO2024 .
Ça sera gigantesque ! Une première pour elle.
Vous êtes les premiers à le lire ici !";2024-07-21 07:16:31;https://twitter.com/QuiVoitSein/status/1814801591817380048
SN_110;Avec Macron c'est toujours la guerre. Gilets jaunes = militaire. Covid = nous sommes en guerre. Enfant : Réarmement démographique, Ukraine : soyez prêt aux sacrifices. Les J.O un combat de snobinard richo dans une Seine qui pue la pisse.;2024-07-21 07:15:31;https://twitter.com/Livia_sans_le_O/status/1814801339244761111
SN_111;🦇 °°° 😎 Joli ! C'est quoi ? Une mégabassine ? 🥳😂🤣 Ça coûte combien le nettoyage de la Seine  ?¿ Au K øù, beaucoup de personnes ne mangent pas à leur faim ⚡️Le business plan des JO 2024 à Paris ne s'intéresse pas ce type de problèmes 🤮 Je disais quoi déjà ? Ah oui, Joli ! 🤣;2024-07-21 07:15:10;https://twitter.com/Ninus_Revival/status/1814801250900185427
SN_112;la Seine!! wouhou;2024-07-21 07:15:01;https://twitter.com/mad_maxen/status/1814801214124794339
SN_113;Je serai sur Paris pour rock en Seine  du 20 au 24 août (avec @Maneshley) peut-être qu’on arriverait à s’y voir 🥹💗💗💗;2024-07-21 07:14:33;https://twitter.com/Enadraw0/status/1814801098852434192
SN_114;Encore un acte antisémite ! Mais que fait Hidalgo ? Ah oui, elle cherche toujours sa dignité dans la Seine.;2024-07-21 07:14:09;https://twitter.com/TvboyMister/status/1814800994108088687
SN_115;Ensuite il a dit le vrai nom de Dakar c’est Dakar-sur-Seine;2024-07-21 07:14:06;https://twitter.com/Kunta78_/status/1814800981919416427
SN_116;🐠🐠🕳️ DEMAIN LA SEINE 🧽🏃Ⓜ️🧽;2024-07-21 07:12:28;https://twitter.com/pascal_seche/status/1814800572547051938
SN_117;Parce qu'elle a peur pour ses fesses, que le plan du patron face un plongeant dans la Seine mais qu'ils prient pour les prochaines élections. Plus ils nous montrent leurs vices, plus nos voies dans les urnes iront vers ceux qui subissent ces injustices. Au bord du précipice.;2024-07-21 07:11:50;https://twitter.com/Livia_sans_le_O/status/1814800411012088183
SN_118;Je pensais que c'était la tenue pour les nageurs olympiques qui iront dans la Seine...;2024-07-21 07:11:21;https://twitter.com/chtireur/status/1814800291121795578
SN_119;Je pensais que c'était la tenue pour les nageurs olympiques qui iront dans la Seine...;2024-07-21 07:11:14;https://twitter.com/chtireur/status/1814800261992391165
SN_120;Oui enfin, 1.4 milliard pour les JO pour pouvoir permettre aux nageurs de pouvoir aller dans la Seine quelques jours et plus s'en occuper les JO finis, il y a plus important que ça tu penses pas ?;2024-07-21 07:10:40;https://twitter.com/Malakai00/status/1814800117490241808
SN_121;Mdrrr la Seine ne sera jamais propre;2024-07-21 07:10:32;https://twitter.com/Pradox___/status/1814800086767112263
SN_122;Ils se sont baignés dans la Seine?;2024-07-21 07:10:06;https://twitter.com/StergannJ/status/1814799978063081757
SN_123;J’ai regarder (c’était pas mon choix) le film « Sous la seine » . Je ne sais pas quoi dire… par quoi commencer pour dire à quelle point j’ai vu quelque film pourrie, mais celui-là désolé il est sûrement dans mon top 3 ! Il est à chier, vide, illogique et j’en passe;2024-07-21 07:08:40;https://twitter.com/DGS7791/status/1814799615683604839
SN_124;"A quoi servent les grillages ? 
Pourquoi en mettre du côté de la Seine ?";2024-07-21 07:07:59;https://twitter.com/Ernest155450/status/1814799443041849688
SN_125;"Dans les années 60 les maghrébins qui sont arrivés en France, ont été accueillis comme des clèbards
Ça fait un moment que les Français dits ""de souche"" n'aiment pas les arabes
Ça vous manque la belle époque des ratonades où l'on pouvait tabasser et noyer les arabes dans la seine";2024-07-21 07:03:38;https://twitter.com/Kameleonoelemak/status/1814798349872050653
SN_126;Ce manigold..Encore un peine a jouir qui ne voit pas l immense fête dans la joie que vont nous apporter les JO.,.en plus il pourra aller se baigner dans la Seine...🤣🤣...et puis ça dure quoi ...un mois...ça vaut bien un mois de recette ...plus 5 milliards ...;2024-07-21 07:01:37;https://twitter.com/FsoStephane/status/1814797842650640703
SN_127;Je ne boirai pas l'eau de la Seine (surtout après Hidalgogol) mais quand même, le Gange,  faut pas charrier 😂😂😂;2024-07-21 07:01:20;https://twitter.com/Hdu60/status/1814797769271619953
SN_128;Quel seine ? J’ai meme envie de nager la;2024-07-21 06:59:52;https://twitter.com/LeeroyPPO/status/1814797401707978913
SN_129;Va donner ton cul en seine saint denis;2024-07-21 06:57:44;https://twitter.com/NumideAigri/status/1814796862655963293
SN_130;Jsp si c’est vrai mais jamais au grand jamais la Seine est en capacité d’accueillir qui que ce soit;2024-07-21 06:56:53;https://twitter.com/simbv9541/status/1814796649123783160
SN_131;Les athlètes qui vont se baigner dans la  Seine pendants les JO vont propager un virus mortel 🤣🤣🤣;2024-07-21 06:55:47;https://twitter.com/Linoubliab67729/status/1814796375223062667
SN_132;ils  se jettent dans la Seine comme ils  se sont jetés sur les QR codes covid inutiles : on  ne pourra pas sauver tous les idiots;2024-07-21 06:54:35;https://twitter.com/CLOUTECHRISTIN2/status/1814796070875959562
SN_133;"L’#Yonne, c’est pas le truc qu’on appelle « la #Seine » à Paris. 
Mais si, l’endroit où il y aura la cérémonie d’ouverture de #Paris2024, et les épreuves de #triathlon et de #nage en eau libre 🥲 #Orages #Crues";2024-07-21 06:50:30;https://twitter.com/tristan_sacha/status/1814795043988795684
SN_134;Quand t'imagines que la Seine va faire plus de 100 000 victimes... 🤡;2024-07-21 06:48:43;https://twitter.com/NatArtus/status/1814794595403698442
SN_135;Séjour incrrr avec ma belle famille , c’était au top , avec le chalet rien que pour nous au bord de la Seine. J’ai bien aimé 🥰 on a bien pris des couleurs 🥵;2024-07-21 06:48:22;https://twitter.com/MiniPolska97/status/1814794508661399591
SN_136;Ou les endroits comme la Seine Saint Denis par racisme ... tout cela est bien connus ... par contre y a pas beaucoup d’études sur le racisme anti asiatique dans les milieux intellectuels ... c'est dommage elle aurait pu avoir envie de s’installer dans notre contrée 🙄;2024-07-21 06:46:01;https://twitter.com/MANGADO1/status/1814793917243494520
